date,arena,age_group,host_club,team_count,game_count,furthest_travel,cancelled,cancellation_reason
2026-09-05,Varner Arena / Askerhallen,JU10,Frisk Asker,6,15,Skien~109km,nei,
2026-09-05,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-09-05,Tonsberghallen,U11,Tønsberg,6,15,Ringerike 1~131km,nei,
2026-09-05,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2026-09-05,Baerum ishall,U9,Jutul,8,28,Skien~121km,nei,
2026-09-06,Ringerikshallen,JU12,Ringerike,4,6,Frisk Asker Orange~50km,nei,
2026-09-12,Kongsberghallen,U10,Kongsberg,6,15,Ringerike 2~85km,nei,
2026-09-13,Sandefjord ishall,U11,Sandefjord Penguins,6,15,Ringerike 2~150km,nei,
2026-09-13,Tonsberghallen,U12,Tønsberg,4,6,Jar Hvit~92km,nei,
2026-09-13,Baerum ishall,U7,Jutul,8,28,Tønsberg~92km,nei,
2026-09-19,Skien ishall,JU8,Skien,5,10,Ringerike 1~147km,nei,
2026-09-19,Holmenkollen ishall,U11,Holmen,6,15,Skien~111km,nei,
2026-09-19,Tonsberghallen,U12,Tønsberg,4,6,Jar Rød~92km,nei,
2026-09-19,Baerum ishall,U9,Jutul,8,28,Tønsberg~92km,nei,
2026-09-20,Tonsberghallen,JU12,Tønsberg,4,6,Ringerike 2~131km,nei,
2026-09-20,Baerum ishall,U10,Jutul,6,15,Ringerike 3~44km,nei,
2026-09-26,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2026-09-26,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 4~50km,nei,
2026-09-26,Kongsberghallen,U12,Kongsberg,4,6,Ringerike 1~85km,nei,
2026-09-27,Holmenkollen ishall,U10,Holmen,6,15,Tønsberg~83km,nei,
2026-09-27,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Grå~82km,nei,
2026-09-27,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2026-09-27,Sandefjord ishall,U7,Sandefjord Penguins,8,28,Jar Hvit~114km,nei,
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Hvit~82km,nei,
2026-10-03,Tonsberghallen,U8,Tønsberg,8,28,Ringerike 1~131km,nei,
2026-10-03,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Tønsberg~82km,nei,
2026-10-04,Ringerikshallen,JU10,Ringerike,6,15,Skien~147km,nei,
2026-10-04,Tonsberghallen,U10,Tønsberg,6,15,Ringerike 4~131km,nei,
2026-10-04,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Rød~82km,nei,
2026-10-04,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Ringerike 1~50km,nei,
2026-10-10,Baerum ishall,JU12,Jutul,4,6,Tønsberg~92km,nei,
2026-10-10,Kongsberghallen,U11,Kongsberg,6,15,Ringerike 1~85km,nei,
2026-10-10,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Grå~131km,nei,
2026-10-11,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Hvit~82km,nei,
2026-10-11,Jarhallen,U12,Jar,4,6,Tønsberg Hvit~92km,nei,
2026-10-11,Holmenkollen ishall,U8,Holmen,8,28,Tønsberg~83km,nei,
2026-10-11,Sandefjord ishall,U9,Sandefjord Penguins,8,28,Jutul Rød~114km,nei,
2026-10-17,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 1~50km,nei,
2026-10-17,Baerum ishall,U11,Jutul,6,15,Skien~121km,nei,
2026-10-17,Tonsberghallen,U12,Tønsberg,4,6,Ringerike 2~131km,nei,
