date,arena,age_group,host_club,team_count,game_count,furthest_travel,cancelled,cancellation_reason
2026-10-17,Baerum ishall,U8,Jutul,8,28,Ringerike 1~44km,nei,
2026-10-18,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2026-10-18,Tonsberghallen,U11,Tønsberg,6,15,Jar Oransje~92km,nei,
2026-10-18,Tonsberghallen,U12,Tønsberg,4,6,Jar Blå~92km,nei,
2026-10-18,Holmenkollen ishall,U7,Holmen,8,28,Tønsberg~83km,nei,
2026-10-24,Skien ishall,JU12,Skien,4,6,Ringerike 1~147km,nei,
2026-10-24,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 2~49km,nei,
2026-10-24,Baerum ishall,U12,Jutul,4,6,Ringerike 2~44km,nei,
2026-10-25,Ringerikshallen,JU8,Ringerike,5,10,Skien~147km,nei,
2026-10-25,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-10-25,Holmenkollen ishall,U9,Holmen,8,28,Skien~111km,nei,
2026-10-31,Skien ishall,JU10,Skien,6,15,Ringerike 1~147km,nei,
2026-10-31,Holmenkollen ishall,U10,Holmen,6,15,Tønsberg~83km,nei,
2026-10-31,Tonsberghallen,U11,Tønsberg,6,15,Jar Grønn~92km,nei,
2026-10-31,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2026-11-01,Tonsberghallen,JU12,Tønsberg,4,6,Ringerike 2~131km,nei,
2026-11-01,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-11-01,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2026-11-07,Baerum ishall,U10,Jutul,6,15,Ringerike 3~44km,nei,
2026-11-07,Tonsberghallen,U11,Tønsberg,6,15,Ringerike 1~131km,nei,
2026-11-07,Varner Arena / Askerhallen,U7,Frisk Asker,8,28,Jar Grønn~14km,nei,
2026-11-07,Sandefjord ishall,U8,Sandefjord Penguins,8,28,Ringerike 2~150km,nei,
2026-11-08,Ringerikshallen,U11,Ringerike,6,15,Skien~147km,nei,
2026-11-08,Holmenkollen ishall,U12,Holmen,4,6,Ringerike 1~49km,nei,
2026-11-08,Varner Arena / Askerhallen,U8,Frisk Asker,8,28,Skien~109km,nei,
2026-11-08,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Tønsberg~82km,nei,
2026-11-14,Ringerikshallen,JU12,Ringerike,4,6,Tønsberg~131km,nei,
2026-11-14,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 3~50km,nei,
2026-11-14,Tonsberghallen,U12,Tønsberg,4,6,Jar Hvit~92km,nei,
2026-11-15,Varner Arena / Askerhallen,JU10,Frisk Asker,6,15,Skien~109km,nei,
2026-11-15,Jarhallen,U10,Jar,6,15,Tønsberg~92km,nei,
2026-11-15,Holmenkollen ishall,U11,Holmen,6,15,Ringerike 2~49km,nei,
2026-11-21,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2026-11-21,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Hvit~82km,nei,
2026-11-21,Kongsberghallen,U8,Kongsberg,8,28,Jar Hvit~75km,nei,
2026-11-22,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Rød~82km,nei,
2026-11-22,Jarhallen,U12,Jar,4,6,Tønsberg Rød~92km,nei,
2026-11-22,Baerum ishall,U7,Jutul,8,28,Tønsberg~92km,nei,
2026-11-22,Holmenkollen ishall,U9,Holmen,8,28,Kongsberg~64km,nei,
2026-11-28,Ringerikshallen,U10,Ringerike,6,15,Kongsberg~85km,nei,
2026-11-28,Holmenkollen ishall,U11,Holmen,6,15,Ringerike 2~49km,nei,
2026-11-28,Tonsberghallen,U12,Tønsberg,4,6,Jar Blå~92km,nei,
2026-11-28,Jarhallen,U8,Jar,8,28,Tønsberg~92km,nei,
2026-11-29,Jarhallen,JU10,Jar,6,15,Skien~122km,nei,
2026-11-29,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 2~49km,nei,
2026-11-29,Baerum ishall,U11,Jutul,6,15,Skien~121km,nei,
2026-11-29,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2026-12-05,Varner Arena / Askerhallen,JU8,Frisk Asker,5,10,Skien~109km,nei,
2026-12-05,Ringerikshallen,U11,Ringerike,6,15,Tønsberg Grå~131km,nei,
2026-12-05,Jarhallen,U12,Jar,4,6,Tønsberg Hvit~92km,nei,
2026-12-05,Baerum ishall,U8,Jutul,8,28,Ringerike 2~44km,nei,
2026-12-06,Kongsberghallen,JU12,Kongsberg,4,6,Ringerike 1~85km,nei,
2026-12-06,Holmenkollen ishall,U12,Holmen,4,6,Jar Svart~12km,nei,
2026-12-06,Tonsberghallen,U9,Tønsberg,8,28,Ringerike 1~131km,nei,
2026-12-12,Baerum ishall,JU12,Jutul,4,6,Tønsberg~92km,nei,
2026-12-12,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Grå~131km,nei,
2026-12-12,Jarhallen,U9,Jar,8,28,Frisk Asker 3~14km,nei,
2026-12-13,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Tønsberg~82km,nei,
2026-12-13,Jarhallen,U11,Jar,6,15,Skien~122km,nei,
2026-12-13,Tonsberghallen,U7,Tønsberg,8,28,Jar Grønn~92km,nei,
2026-12-13,Ringerikshallen,U8,Ringerike,8,28,Skien~147km,nei,
2027-01-09,Tonsberghallen,U11,Tønsberg,6,15,Ringerike 1~131km,nei,
2027-01-10,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Ringerike 2~50km,nei,
2027-01-10,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Grå~82km,nei,
2027-01-10,Baerum ishall,U12,Jutul,4,6,Tønsberg Grå~92km,nei,
2027-01-10,Holmenkollen ishall,U8,Holmen,8,28,Tønsberg~83km,nei,
2027-01-16,Ringerikshallen,U10,Ringerike,6,15,Kongsberg~85km,nei,
2027-01-16,Sandefjord ishall,U11,Sandefjord Penguins,6,15,Ringerike 2~150km,nei,
2027-01-16,Kongsberghallen,U12,Kongsberg,4,6,Ringerike 1~85km,nei,
2027-01-16,Holmenkollen ishall,U8,Holmen,8,28,Jar Rød~12km,nei,
2027-01-17,Baerum ishall,JU8,Jutul,5,10,Skien~121km,nei,
2027-01-17,Ringerikshallen,U10,Ringerike,6,15,Frisk Asker 2~50km,nei,
2027-01-17,Sandefjord ishall,U11,Sandefjord Penguins,6,15,Jar Gul~114km,nei,
2027-01-17,Tonsberghallen,U12,Tønsberg,4,6,Ringerike 2~131km,nei,
2027-01-23,Varner Arena / Askerhallen,JU10,Frisk Asker,6,15,Ringerike 1~50km,nei,
2027-01-23,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 2~49km,nei,
2027-01-24,Ringerikshallen,JU12,Ringerike,4,6,Skien~147km,nei,
2027-01-24,Jarhallen,U7,Jar,8,28,Tønsberg~92km,nei,
2027-01-30,Jarhallen,U8,Jar,8,28,Skien~122km,nei,
2027-01-30,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Skien~109km,nei,
2027-01-31,Ringerikshallen,JU10,Ringerike,6,15,Skien~147km,nei,
2027-01-31,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Kongsberg~62km,nei,
2027-02-06,Baerum ishall,U9,Jutul,8,28,Tønsberg~92km,nei,
2027-02-07,Jarhallen,U10,Jar,6,15,Tønsberg~92km,nei,
2027-02-07,Holmenkollen ishall,U9,Holmen,8,28,Skien~111km,nei,
2027-02-13,Baerum ishall,U8,Jutul,8,28,Tønsberg~92km,nei,
2027-02-13,Jarhallen,U9,Jar,8,28,Ringerike 1~45km,nei,
2027-02-14,Jarhallen,JU8,Jar,5,10,Skien~122km,nei,
2027-02-14,Baerum ishall,U10,Jutul,6,15,Ringerike 1~44km,nei,
2027-02-14,Varner Arena / Askerhallen,U7,Frisk Asker,8,28,Jar Grønn~14km,nei,
2027-02-21,Jarhallen,U10,Jar,6,15,Ringerike 4~45km,nei,
2027-02-27,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2027-02-27,Varner Arena / Askerhallen,U8,Frisk Asker,8,28,Jar Hvit~14km,nei,
2027-02-27,Varner Arena / Askerhallen,U9,Frisk Asker,4,6,Jar Blå~14km,nei,
2027-02-28,Varner Arena / Askerhallen,JU8,Frisk Asker,5,10,Skien~109km,nei,
2027-03-06,Baerum ishall,U7,Jutul,8,28,Tønsberg~92km,nei,
2027-03-07,Holmenkollen ishall,U7,Holmen,8,28,Jar Grønn~12km,nei,
2027-03-13,Holmenkollen ishall,U8,Holmen,8,28,Skien~111km,nei,
2027-03-14,Sandefjord ishall,U8,Sandefjord Penguins,8,28,Ringerike 1~150km,nei,
2027-04-10,Baerum ishall,U8,Jutul,8,28,Frisk Asker 3~12km,nei,
2027-04-11,Holmenkollen ishall,U7,Holmen,8,28,Tønsberg~83km,nei,
2027-04-17,Sandefjord ishall,U7,Sandefjord Penguins,8,28,Jar Rød~114km,nei,
