date,arena,age_group,host_club,team_count,game_count,furthest_travel,cancelled,cancellation_reason
2027-01-09,Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2027-01-09,Holmen ishall,U7,Holmen,8,28,Sandefjord~104km,nei,
2027-01-09,Baerum ishall,U8,Jutul,8,28,Skien~121km,nei,
2027-01-10,Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2027-01-10,Baerum ishall,U10,Jutul,6,15,Kongsberg~73km,nei,
2027-01-10,Askerhallen,U11,Frisk Asker,6,15,Sandefjord~103km,nei,
2027-01-10,Jar Isforum,U12,Jar,4,6,Tønsberg Grå~92km,nei,
2027-01-10,Jar Isforum,U9,Jar,8,28,Sandefjord~114km,nei,
2027-01-16,Ringerikshallen,JU8,Ringerike,5,10,Skien~147km,nei,
2027-01-16,Holmen ishall,U10,Holmen,6,15,Kongsberg~64km,nei,
2027-01-16,Tonsberghallen,U11,Tønsberg,6,15,Jar Oransje~92km,nei,
2027-01-16,Tonsberghallen,U12,Tønsberg,4,6,Jar Rød~92km,nei,
2027-01-16,Baerum ishall,U9,Jutul,8,28,Skien~121km,nei,
2027-01-17,Kongsberghallen,JU12,Kongsberg,4,6,Ringerike 1~85km,nei,
2027-01-17,Ringerikshallen,U10,Ringerike,6,15,Frisk Asker 3~50km,nei,
2027-01-17,Bugården ishall,U11,Sandefjord Penguins,6,15,Jar Rød~114km,nei,
2027-01-17,Askerhallen,U12,Frisk Asker,4,6,Ringerike 1~50km,nei,
2027-01-17,Tonsberghallen,U7,Tønsberg,8,28,Jar Hvit~92km,nei,
2027-01-17,Holmen ishall,U8,Holmen,8,28,Skien~111km,nei,
2027-01-23,Skien ishall,JU12,Skien,4,6,Ringerike 1~147km,nei,
2027-01-23,Jar Isforum,U10,Jar,6,15,Tønsberg~92km,nei,
2027-01-23,Jar Isforum,U11,Jar,6,15,Tønsberg Rød~92km,nei,
2027-01-23,Tonsberghallen,U12,Tønsberg,4,6,Ringerike 2~131km,nei,
2027-01-23,Baerum ishall,U8,Jutul,8,28,Kongsberg~73km,nei,
2027-01-23,Holmen ishall,U9,Holmen,8,28,Skien~111km,nei,
2027-01-24,Skien ishall,U11,Skien,6,15,Ringerike 1~147km,nei,
2027-01-24,Jar Isforum,U12,Jar,4,6,Tønsberg Grå~92km,nei,
2027-01-24,Jar Isforum,U12,Jar,4,6,Ringerike 1~45km,nei,
2027-01-24,Holmen ishall,U12,Holmen,3,3,Kongsberg~64km,nei,
2027-01-24,Tonsberghallen,U12,Tønsberg,3,3,Ringerike 2~131km,nei,
2027-01-24,Tonsberghallen,U12,Tønsberg,3,3,Jar Rød~92km,nei,
2027-01-30,Jar Isforum,JU10,Jar,6,15,Skien~122km,nei,
2027-01-30,Baerum ishall,JU12,Jutul,4,6,Ringerike 2~44km,nei,
2027-01-30,Askerhallen,U10,Frisk Asker,6,15,Ringerike 3~50km,nei,
2027-01-30,Jar Isforum,U11,Jar,6,15,Tønsberg Hvit~92km,nei,
2027-01-30,Askerhallen,U12,Frisk Asker,4,6,Kongsberg~62km,nei,
2027-01-31,Ringerikshallen,JU12,Ringerike,4,6,Skien~147km,nei,
2027-01-31,Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2027-01-31,Jar Isforum,U11,Jar,6,15,Tønsberg Grå~92km,nei,
2027-01-31,Jar Isforum,U12,Jar,4,6,Tønsberg Hvit~92km,nei,
2027-01-31,Baerum ishall,U9,Jutul,8,28,Frisk Asker 4~12km,nei,
2027-02-06,Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2027-02-06,Jar Isforum,U10,Jar,6,15,Ringerike 1~45km,nei,
2027-02-06,Jar Isforum,U11,Jar,6,15,Tønsberg Rød~92km,nei,
2027-02-06,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2027-02-06,Askerhallen,U8,Frisk Asker,8,28,Sandefjord~103km,nei,
2027-02-07,Holmen ishall,U10,Holmen,6,15,Kongsberg~64km,nei,
2027-02-07,Jar Isforum,U11,Jar,6,15,Tønsberg Grå~92km,nei,
2027-02-07,Baerum ishall,U12,Jutul,4,6,Tønsberg Grå~92km,nei,
2027-02-07,Baerum ishall,U7,Jutul,8,28,Frisk Asker 1~12km,nei,
2027-02-07,Kongsberghallen,U9,Kongsberg,8,28,Ringerike 1~85km,nei,
2027-02-13,Ringerikshallen,JU12,Ringerike,4,6,Skien~147km,nei,
2027-02-13,Ringerikshallen,JU8,Ringerike,5,10,Skien~147km,nei,
2027-02-13,Holmen ishall,U11,Holmen,6,15,Skien~111km,nei,
2027-02-13,Jar Isforum,U12,Jar,4,6,Tønsberg Hvit~92km,nei,
2027-02-13,Askerhallen,U8,Frisk Asker,8,28,Skien~109km,nei,
2027-02-14,Ringerikshallen,JU10,Ringerike,6,15,Skien~147km,nei,
2027-02-14,Ringerikshallen,U10,Ringerike,6,15,Tønsberg~131km,nei,
2027-02-14,Baerum ishall,U11,Jutul,6,15,Sandefjord~114km,nei,
2027-02-14,Holmen ishall,U12,Holmen,4,6,Kongsberg~64km,nei,
2027-02-14,Jar Isforum,U9,Jar,8,28,Sandefjord~114km,nei,
2027-02-20,Askerhallen,JU12,Frisk Asker,4,6,Ringerike 1~50km,nei,
2027-02-20,Jar Isforum,U10,Jar,6,15,Ringerike 2~45km,nei,
2027-02-20,Ringerikshallen,U11,Ringerike,6,15,Frisk Asker 3~50km,nei,
2027-02-20,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Grå~131km,nei,
2027-02-20,Baerum ishall,U7,Jutul,8,28,Sandefjord~114km,nei,
2027-02-20,Holmen ishall,U8,Holmen,8,28,Kongsberg~64km,nei,
2027-02-21,Askerhallen,U10,Frisk Asker,6,15,Tønsberg~82km,nei,
2027-02-21,Jar Isforum,U11,Jar,6,15,Skien~122km,nei,
2027-02-21,Tonsberghallen,U12,Tønsberg,4,6,Ringerike 2~131km,nei,
2027-02-21,Baerum ishall,U8,Jutul,7,21,Sandefjord~114km,nei,
2027-02-21,Holmen ishall,U9,Holmen,8,28,Jar Hvit~12km,nei,
2027-02-27,Kongsberghallen,JU12,Kongsberg,4,6,Ringerike 2~85km,nei,
2027-02-27,Jar Isforum,U10,Jar,6,15,Ringerike 3~45km,nei,
2027-02-27,Askerhallen,U11,Frisk Asker,6,15,Tønsberg Hvit~82km,nei,
2027-02-27,Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2027-02-27,Jar Isforum,U8,Jar,7,21,Frisk Asker 5~14km,nei,
2027-02-28,Skien ishall,JU12,Skien,4,6,Ringerike 2~147km,nei,
2027-02-28,Ringerikshallen,U10,Ringerike,6,15,Kongsberg~85km,nei,
2027-02-28,Jar Isforum,U11,Jar,6,15,Tønsberg Rød~92km,nei,
2027-02-28,Jar Isforum,U12,Jar,4,6,Kongsberg~75km,nei,
2027-02-28,Askerhallen,U12,Frisk Asker,4,6,Ringerike 1~50km,nei,
2027-03-06,Askerhallen,JU10,Frisk Asker,5,10,Skien~109km,nei,
2027-03-06,Holmen ishall,U10,Holmen,6,15,Ringerike 2~49km,nei,
2027-03-06,Tonsberghallen,U11,Tønsberg,6,15,Ringerike 2~131km,nei,
2027-03-06,Jar Isforum,U12,Jar,4,6,Tønsberg Grå~92km,nei,
2027-03-06,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2027-03-06,Baerum ishall,U9,Jutul,8,28,Skien~121km,nei,
2027-03-07,Baerum ishall,JU12,Jutul,3,3,Ringerike 1~44km,nei,
2027-03-07,Baerum ishall,U10,Jutul,5,10,Ringerike 1~44km,nei,
2027-03-07,Tonsberghallen,U11,Tønsberg,6,15,Jar Hvit~92km,nei,
2027-03-07,Holmen ishall,U12,Holmen,4,6,Tønsberg Hvit~83km,nei,
2027-03-07,Holmen ishall,U12,Holmen,4,6,Jar Hvit~12km,nei,
2027-03-07,Askerhallen,U7,Frisk Asker,8,28,Jar Rød~14km,nei,
2027-03-13,Askerhallen,JU12,Frisk Asker,3,3,Ringerike 2~50km,nei,
2027-03-13,Askerhallen,JU8,Frisk Asker,5,10,Skien~109km,nei,
2027-03-13,Askerhallen,U11,Frisk Asker,6,15,Sandefjord~103km,nei,
2027-03-13,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Rød~131km,nei,
2027-03-13,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Grå~131km,nei,
2027-03-13,Holmen ishall,U7,Holmen,8,28,Jar Grønn~12km,nei,
2027-03-13,Baerum ishall,U8,Jutul,7,21,Frisk Asker 2~12km,nei,
2027-03-14,Ringerikshallen,JU12,Ringerike,3,3,Skien~147km,nei,
2027-03-14,Askerhallen,U11,Frisk Asker,4,6,Jar Rød~14km,nei,
2027-03-14,Tonsberghallen,U12,Tønsberg,4,6,Jutul Rød~92km,nei,
2027-03-14,Kongsberghallen,U12,Kongsberg,4,6,Jar Svart~75km,nei,
2027-03-14,Holmen ishall,U9,Holmen,8,28,Jar Hvit~12km,nei,
