date,arena,age_group,home,away,parallel_slot
2026-10-25,Ringerikshallen,JU8,Jutul Kittens,Skien,1
2026-10-25,Ringerikshallen,JU8,Jar,Jutul Grønn,2
2026-10-25,Ringerikshallen,JU8,Ringerike 1,Skien,0
2026-10-25,Ringerikshallen,JU8,Frisk Asker,Jar Rød,1
2026-10-25,Ringerikshallen,JU8,Jutul Grønn,Jutul Kittens,2
2026-10-25,Ringerikshallen,JU8,Ringerike 1,Frisk Asker,0
2026-10-25,Ringerikshallen,JU8,Skien,Jutul Grønn,1
2026-10-25,Ringerikshallen,JU8,Jar Rød,Jar,2
2026-10-25,Ringerikshallen,JU8,Ringerike 1,Jutul Grønn,0
2026-10-25,Ringerikshallen,JU8,Jar,Frisk Asker,1
2026-10-25,Ringerikshallen,JU8,Jutul Kittens,Jar Rød,2
2026-10-25,Ringerikshallen,JU8,Ringerike 1,Jar,0
2026-10-25,Ringerikshallen,JU8,Frisk Asker,Jutul Kittens,1
2026-10-25,Ringerikshallen,JU8,Skien,Jar Rød,2
2026-10-25,Ringerikshallen,JU8,(Pause),Ringerike 1,
2026-10-25,Ringerikshallen,JU8,(Pause),Jar Rød,
2026-10-25,Ringerikshallen,JU8,(Pause),Frisk Asker,
2026-10-25,Ringerikshallen,JU8,(Pause),Jar,
2026-10-25,Ringerikshallen,JU8,(Pause),Jutul Kittens,
2026-10-25,Ringerikshallen,JU8,(Pause),Skien,
2026-10-25,Ringerikshallen,JU8,(Pause),Jutul Grønn,
2026-10-25,Skien ishall,U11,Jar Hvit,Jar Lilla,0
2026-10-25,Skien ishall,U11,Jar Rød,Jutul Rød,1
2026-10-25,Skien ishall,U11,Frisk Asker 2,Ringerike 1,2
2026-10-25,Skien ishall,U11,Jar Hvit,Jutul Rød,0
2026-10-25,Skien ishall,U11,Ringerike 1,Jar Lilla,1
2026-10-25,Skien ishall,U11,Frisk Asker 2,Jar Rød,2
2026-10-25,Skien ishall,U11,Jar Hvit,Ringerike 1,0
2026-10-25,Skien ishall,U11,Jutul Rød,Frisk Asker 2,1
2026-10-25,Skien ishall,U11,Jar Lilla,Jar Rød,2
2026-10-25,Skien ishall,U11,Jar Hvit,Frisk Asker 2,0
2026-10-25,Skien ishall,U11,Jar Rød,Ringerike 1,1
2026-10-25,Skien ishall,U11,Jar Lilla,Jutul Rød,2
2026-10-25,Skien ishall,U11,Jar Hvit,Jar Rød,0
2026-10-25,Skien ishall,U11,Frisk Asker 2,Jar Lilla,1
2026-10-25,Skien ishall,U11,Ringerike 1,Jutul Rød,2
2026-10-25,Varner Arena / Askerhallen,U12,Frisk Asker 4,Ringerike 1,0
2026-10-25,Varner Arena / Askerhallen,U12,Jar Rød,Jutul Grønn,1
2026-10-25,Varner Arena / Askerhallen,U12,Frisk Asker 4,Jutul Grønn,0
2026-10-25,Varner Arena / Askerhallen,U12,Jar Rød,Ringerike 1,1
2026-10-25,Varner Arena / Askerhallen,U12,Frisk Asker 4,Jar Rød,0
2026-10-25,Varner Arena / Askerhallen,U12,Jutul Grønn,Ringerike 1,1
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Jar Blå,0
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Blå,Holmen Hockey Rød,1
2026-10-25,Sandefjord ishall,U8,Jar Svart,Frisk Asker 4,2
2026-10-25,Sandefjord ishall,U8,Jutul Gul,Skien,3
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Holmen Hockey Rød,0
2026-10-25,Sandefjord ishall,U8,Frisk Asker 4,Jar Blå,1
2026-10-25,Sandefjord ishall,U8,Skien,Holmen Hockey Blå,2
2026-10-25,Sandefjord ishall,U8,Jutul Gul,Jar Svart,3
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Frisk Asker 4,0
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Rød,Skien,1
2026-10-25,Sandefjord ishall,U8,Jar Blå,Jutul Gul,2
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Blå,Jar Svart,3
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Skien,0
2026-10-25,Sandefjord ishall,U8,Jutul Gul,Frisk Asker 4,1
2026-10-25,Sandefjord ishall,U8,Jar Svart,Holmen Hockey Rød,2
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Blå,Jar Blå,3
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Jutul Gul,0
2026-10-25,Sandefjord ishall,U8,Skien,Jar Svart,1
2026-10-25,Sandefjord ishall,U8,Frisk Asker 4,Holmen Hockey Blå,2
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Rød,Jar Blå,3
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Jar Svart,0
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Blå,Jutul Gul,1
2026-10-25,Sandefjord ishall,U8,Jar Blå,Skien,2
2026-10-25,Sandefjord ishall,U8,Holmen Hockey Rød,Frisk Asker 4,3
2026-10-25,Sandefjord ishall,U8,Frisk Asker 2,Holmen Hockey Blå,0
2026-10-25,Sandefjord ishall,U8,Jar Svart,Jar Blå,1
2026-10-25,Sandefjord ishall,U8,Jutul Gul,Holmen Hockey Rød,2
2026-10-25,Sandefjord ishall,U8,Skien,Frisk Asker 4,3
2026-10-31,Baerum ishall,JU12,Frisk Asker Svart,Kongsberg/Tønsberg,0
2026-10-31,Baerum ishall,JU12,Ringerike 1,Tønsberg,1
2026-10-31,Baerum ishall,JU12,Frisk Asker Svart,Tønsberg,0
2026-10-31,Baerum ishall,JU12,Ringerike 1,Kongsberg/Tønsberg,1
2026-10-31,Baerum ishall,JU12,Frisk Asker Svart,Ringerike 1,0
2026-10-31,Baerum ishall,JU12,Tønsberg,Kongsberg/Tønsberg,1
2026-10-31,Holmenkollen ishall,U10,Holmen Hockey Sort,Frisk Asker 6,0
2026-10-31,Holmenkollen ishall,U10,Frisk Asker 4,Jar Svart,1
2026-10-31,Holmenkollen ishall,U10,Jar Hvit,Ringerike 2,2
2026-10-31,Holmenkollen ishall,U10,Holmen Hockey Sort,Jar Svart,0
2026-10-31,Holmenkollen ishall,U10,Ringerike 2,Frisk Asker 6,1
2026-10-31,Holmenkollen ishall,U10,Jar Hvit,Frisk Asker 4,2
2026-10-31,Holmenkollen ishall,U10,Holmen Hockey Sort,Ringerike 2,0
2026-10-31,Holmenkollen ishall,U10,Jar Svart,Jar Hvit,1
2026-10-31,Holmenkollen ishall,U10,Frisk Asker 6,Frisk Asker 4,2
2026-10-31,Holmenkollen ishall,U10,Holmen Hockey Sort,Jar Hvit,0
2026-10-31,Holmenkollen ishall,U10,Frisk Asker 4,Ringerike 2,1
2026-10-31,Holmenkollen ishall,U10,Frisk Asker 6,Jar Svart,2
2026-10-31,Holmenkollen ishall,U10,Holmen Hockey Sort,Frisk Asker 4,0
2026-10-31,Holmenkollen ishall,U10,Jar Hvit,Frisk Asker 6,1
2026-10-31,Holmenkollen ishall,U10,Ringerike 2,Jar Svart,2
2026-10-31,Tonsberghallen,U12,Jar Svart,Jutul Rød,0
2026-10-31,Tonsberghallen,U12,Frisk Asker 3,Holmen Hockey Hvit,1
2026-10-31,Tonsberghallen,U12,Jar Svart,Holmen Hockey Hvit,0
2026-10-31,Tonsberghallen,U12,Frisk Asker 3,Jutul Rød,1
2026-10-31,Tonsberghallen,U12,Jar Svart,Frisk Asker 3,0
2026-10-31,Tonsberghallen,U12,Holmen Hockey Hvit,Jutul Rød,1
2026-11-01,Varner Arena / Askerhallen,U10,Frisk Asker 1,Jutul Hvit,0
2026-11-01,Varner Arena / Askerhallen,U10,Jar Gul,Holmen Hockey Blå,1
2026-11-01,Varner Arena / Askerhallen,U10,Jar Rød,Ringerike 2,2
2026-11-01,Varner Arena / Askerhallen,U10,Frisk Asker 1,Holmen Hockey Blå,0
2026-11-01,Varner Arena / Askerhallen,U10,Ringerike 2,Jutul Hvit,1
2026-11-01,Varner Arena / Askerhallen,U10,Jar Rød,Jar Gul,2
2026-11-01,Varner Arena / Askerhallen,U10,Frisk Asker 1,Ringerike 2,0
2026-11-01,Varner Arena / Askerhallen,U10,Holmen Hockey Blå,Jar Rød,1
2026-11-01,Varner Arena / Askerhallen,U10,Jutul Hvit,Jar Gul,2
2026-11-01,Varner Arena / Askerhallen,U10,Frisk Asker 1,Jar Rød,0
2026-11-01,Varner Arena / Askerhallen,U10,Jar Gul,Ringerike 2,1
2026-11-01,Varner Arena / Askerhallen,U10,Jutul Hvit,Holmen Hockey Blå,2
2026-11-01,Varner Arena / Askerhallen,U10,Frisk Asker 1,Jar Gul,0
2026-11-01,Varner Arena / Askerhallen,U10,Jar Rød,Jutul Hvit,1
2026-11-01,Varner Arena / Askerhallen,U10,Ringerike 2,Holmen Hockey Blå,2
2026-11-01,Varner Arena / Askerhallen,U11,Frisk Asker 3,Kongsberg,0
2026-11-01,Varner Arena / Askerhallen,U11,Jar Svart,Ringerike 2,1
2026-11-01,Varner Arena / Askerhallen,U11,Jutul Grønn,Holmen Hockey Rød,2
2026-11-01,Varner Arena / Askerhallen,U11,Frisk Asker 3,Ringerike 2,0
2026-11-01,Varner Arena / Askerhallen,U11,Holmen Hockey Rød,Kongsberg,1
2026-11-01,Varner Arena / Askerhallen,U11,Jutul Grønn,Jar Svart,2
2026-11-01,Varner Arena / Askerhallen,U11,Frisk Asker 3,Holmen Hockey Rød,0
2026-11-01,Varner Arena / Askerhallen,U11,Ringerike 2,Jutul Grønn,1
2026-11-01,Varner Arena / Askerhallen,U11,Kongsberg,Jar Svart,2
2026-11-01,Varner Arena / Askerhallen,U11,Frisk Asker 3,Jutul Grønn,0
2026-11-01,Varner Arena / Askerhallen,U11,Jar Svart,Holmen Hockey Rød,1
2026-11-01,Varner Arena / Askerhallen,U11,Kongsberg,Ringerike 2,2
2026-11-01,Varner Arena / Askerhallen,U11,Frisk Asker 3,Jar Svart,0
2026-11-01,Varner Arena / Askerhallen,U11,Jutul Grønn,Kongsberg,1
2026-11-01,Varner Arena / Askerhallen,U11,Holmen Hockey Rød,Ringerike 2,2
2026-11-01,Tonsberghallen,U12,Tønsberg Grå,Holmen Hockey Rød,0
2026-11-01,Tonsberghallen,U12,Jar Blå,Frisk Asker 4,1
2026-11-01,Tonsberghallen,U12,Tønsberg Grå,Frisk Asker 4,0
2026-11-01,Tonsberghallen,U12,Jar Blå,Holmen Hockey Rød,1
2026-11-01,Tonsberghallen,U12,Tønsberg Grå,Jar Blå,0
2026-11-01,Tonsberghallen,U12,Frisk Asker 4,Holmen Hockey Rød,1
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Kongsberg,0
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Skien,1
2026-11-01,Varner Arena / Askerhallen,U9,Jar Blå,Sandefjord,2
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Tønsberg,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Skien,0
2026-11-01,Varner Arena / Askerhallen,U9,Sandefjord,Kongsberg,1
2026-11-01,Varner Arena / Askerhallen,U9,Tønsberg,Jutul Hvit,2
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Jar Blå,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Sandefjord,0
2026-11-01,Varner Arena / Askerhallen,U9,Skien,Tønsberg,1
2026-11-01,Varner Arena / Askerhallen,U9,Kongsberg,Holmen Hockey Hvit,2
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Jar Blå,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Tønsberg,0
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Sandefjord,1
2026-11-01,Varner Arena / Askerhallen,U9,Jar Blå,Skien,2
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Kongsberg,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Holmen Hockey Hvit,0
2026-11-01,Varner Arena / Askerhallen,U9,Tønsberg,Jar Blå,1
2026-11-01,Varner Arena / Askerhallen,U9,Sandefjord,Jutul Hvit,2
2026-11-01,Varner Arena / Askerhallen,U9,Skien,Kongsberg,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Jar Blå,0
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Holmen Hockey Hvit,1
2026-11-01,Varner Arena / Askerhallen,U9,Kongsberg,Tønsberg,2
2026-11-01,Varner Arena / Askerhallen,U9,Skien,Sandefjord,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 5,Jutul Hvit,0
2026-11-01,Varner Arena / Askerhallen,U9,Jar Blå,Kongsberg,1
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Skien,2
2026-11-01,Varner Arena / Askerhallen,U9,Tønsberg,Sandefjord,3
2026-11-07,Ringerikshallen,JU10,Ringerike 1,Jar Blå,0
2026-11-07,Ringerikshallen,JU10,Jar Hvit,Skien,1
2026-11-07,Ringerikshallen,JU10,Jar Rød,Frisk Asker Orange,2
2026-11-07,Ringerikshallen,JU10,Ringerike 1,Skien,0
2026-11-07,Ringerikshallen,JU10,Frisk Asker Orange,Jar Blå,1
2026-11-07,Ringerikshallen,JU10,Jar Rød,Jar Hvit,2
2026-11-07,Ringerikshallen,JU10,Ringerike 1,Frisk Asker Orange,0
2026-11-07,Ringerikshallen,JU10,Skien,Jar Rød,1
2026-11-07,Ringerikshallen,JU10,Jar Blå,Jar Hvit,2
2026-11-07,Ringerikshallen,JU10,Ringerike 1,Jar Rød,0
2026-11-07,Ringerikshallen,JU10,Jar Hvit,Frisk Asker Orange,1
2026-11-07,Ringerikshallen,JU10,Jar Blå,Skien,2
2026-11-07,Ringerikshallen,JU10,Ringerike 1,Jar Hvit,0
2026-11-07,Ringerikshallen,JU10,Jar Rød,Jar Blå,1
2026-11-07,Ringerikshallen,JU10,Frisk Asker Orange,Skien,2
2026-11-07,Varner Arena / Askerhallen,U10,Frisk Asker 2,Tønsberg,0
2026-11-07,Varner Arena / Askerhallen,U10,Jar Gul,Jutul Grønn,1
2026-11-07,Varner Arena / Askerhallen,U10,Holmen Hockey Sort,Ringerike 1,2
2026-11-07,Varner Arena / Askerhallen,U10,Frisk Asker 2,Jutul Grønn,0
2026-11-07,Varner Arena / Askerhallen,U10,Ringerike 1,Tønsberg,1
2026-11-07,Varner Arena / Askerhallen,U10,Holmen Hockey Sort,Jar Gul,2
2026-11-07,Varner Arena / Askerhallen,U10,Frisk Asker 2,Ringerike 1,0
2026-11-07,Varner Arena / Askerhallen,U10,Jutul Grønn,Holmen Hockey Sort,1
2026-11-07,Varner Arena / Askerhallen,U10,Tønsberg,Jar Gul,2
2026-11-07,Varner Arena / Askerhallen,U10,Frisk Asker 2,Holmen Hockey Sort,0
2026-11-07,Varner Arena / Askerhallen,U10,Jar Gul,Ringerike 1,1
2026-11-07,Varner Arena / Askerhallen,U10,Tønsberg,Jutul Grønn,2
2026-11-07,Varner Arena / Askerhallen,U10,Frisk Asker 2,Jar Gul,0
2026-11-07,Varner Arena / Askerhallen,U10,Holmen Hockey Sort,Tønsberg,1
2026-11-07,Varner Arena / Askerhallen,U10,Ringerike 1,Jutul Grønn,2
2026-11-07,Varner Arena / Askerhallen,U11,Frisk Asker 4,Skien,0
2026-11-07,Varner Arena / Askerhallen,U11,Jar Blå,Tønsberg Hvit,1
2026-11-07,Varner Arena / Askerhallen,U11,Jutul Hvit,Sandefjord,2
2026-11-07,Varner Arena / Askerhallen,U11,Frisk Asker 4,Tønsberg Hvit,0
2026-11-07,Varner Arena / Askerhallen,U11,Sandefjord,Skien,1
2026-11-07,Varner Arena / Askerhallen,U11,Jutul Hvit,Jar Blå,2
2026-11-07,Varner Arena / Askerhallen,U11,Frisk Asker 4,Sandefjord,0
2026-11-07,Varner Arena / Askerhallen,U11,Tønsberg Hvit,Jutul Hvit,1
2026-11-07,Varner Arena / Askerhallen,U11,Skien,Jar Blå,2
2026-11-07,Varner Arena / Askerhallen,U11,Frisk Asker 4,Jutul Hvit,0
2026-11-07,Varner Arena / Askerhallen,U11,Jar Blå,Sandefjord,1
2026-11-07,Varner Arena / Askerhallen,U11,Skien,Tønsberg Hvit,2
2026-11-07,Varner Arena / Askerhallen,U11,Frisk Asker 4,Jar Blå,0
2026-11-07,Varner Arena / Askerhallen,U11,Jutul Hvit,Skien,1
2026-11-07,Varner Arena / Askerhallen,U11,Sandefjord,Tønsberg Hvit,2
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Jar Svart,0
2026-11-07,Holmenkollen ishall,U7,Jar Grønn,Jutul Grønn,1
2026-11-07,Holmenkollen ishall,U7,Frisk Asker 1,Frisk Asker 2,2
2026-11-07,Holmenkollen ishall,U7,Jutul Rød,Jar Rød,3
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Jutul Grønn,0
2026-11-07,Holmenkollen ishall,U7,Frisk Asker 2,Jar Svart,1
2026-11-07,Holmenkollen ishall,U7,Jar Rød,Jar Grønn,2
2026-11-07,Holmenkollen ishall,U7,Jutul Rød,Frisk Asker 1,3
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Frisk Asker 2,0
2026-11-07,Holmenkollen ishall,U7,Jutul Grønn,Jar Rød,1
2026-11-07,Holmenkollen ishall,U7,Jar Svart,Jutul Rød,2
2026-11-07,Holmenkollen ishall,U7,Jar Grønn,Frisk Asker 1,3
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Jar Rød,0
2026-11-07,Holmenkollen ishall,U7,Jutul Rød,Frisk Asker 2,1
2026-11-07,Holmenkollen ishall,U7,Frisk Asker 1,Jutul Grønn,2
2026-11-07,Holmenkollen ishall,U7,Jar Grønn,Jar Svart,3
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Jutul Rød,0
2026-11-07,Holmenkollen ishall,U7,Jar Rød,Frisk Asker 1,1
2026-11-07,Holmenkollen ishall,U7,Frisk Asker 2,Jar Grønn,2
2026-11-07,Holmenkollen ishall,U7,Jutul Grønn,Jar Svart,3
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Frisk Asker 1,0
2026-11-07,Holmenkollen ishall,U7,Jar Grønn,Jutul Rød,1
2026-11-07,Holmenkollen ishall,U7,Jar Svart,Jar Rød,2
2026-11-07,Holmenkollen ishall,U7,Jutul Grønn,Frisk Asker 2,3
2026-11-07,Holmenkollen ishall,U7,Holmen Hockey Sort,Jar Grønn,0
2026-11-07,Holmenkollen ishall,U7,Frisk Asker 1,Jar Svart,1
2026-11-07,Holmenkollen ishall,U7,Jutul Rød,Jutul Grønn,2
2026-11-07,Holmenkollen ishall,U7,Jar Rød,Frisk Asker 2,3
2026-11-08,Varner Arena / Askerhallen,JU12,Frisk Asker Svart,Ringerike 2,0
2026-11-08,Varner Arena / Askerhallen,JU12,Skien,Jar,1
2026-11-08,Varner Arena / Askerhallen,JU12,Frisk Asker Svart,Jar,0
2026-11-08,Varner Arena / Askerhallen,JU12,Skien,Ringerike 2,1
2026-11-08,Varner Arena / Askerhallen,JU12,Frisk Asker Svart,Skien,0
2026-11-08,Varner Arena / Askerhallen,JU12,Jar,Ringerike 2,1
2026-11-08,Varner Arena / Askerhallen,U12,Jar Hvit,Tønsberg Hvit,0
2026-11-08,Varner Arena / Askerhallen,U12,Jutul Grønn,Kongsberg,1
2026-11-08,Varner Arena / Askerhallen,U12,Jar Hvit,Kongsberg,0
2026-11-08,Varner Arena / Askerhallen,U12,Jutul Grønn,Tønsberg Hvit,1
2026-11-08,Varner Arena / Askerhallen,U12,Jar Hvit,Jutul Grønn,0
2026-11-08,Varner Arena / Askerhallen,U12,Kongsberg,Tønsberg Hvit,1
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Skien,0
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 3,Kongsberg,1
2026-11-08,Holmenkollen ishall,U8,Jar Hvit,Jutul Rød,2
2026-11-08,Holmenkollen ishall,U8,Jutul Hvit,Frisk Asker 5,3
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Kongsberg,0
2026-11-08,Holmenkollen ishall,U8,Jutul Rød,Skien,1
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 5,Frisk Asker 3,2
2026-11-08,Holmenkollen ishall,U8,Jutul Hvit,Jar Hvit,3
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Jutul Rød,0
2026-11-08,Holmenkollen ishall,U8,Kongsberg,Frisk Asker 5,1
2026-11-08,Holmenkollen ishall,U8,Skien,Jutul Hvit,2
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 3,Jar Hvit,3
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Frisk Asker 5,0
2026-11-08,Holmenkollen ishall,U8,Jutul Hvit,Jutul Rød,1
2026-11-08,Holmenkollen ishall,U8,Jar Hvit,Kongsberg,2
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 3,Skien,3
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Jutul Hvit,0
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 5,Jar Hvit,1
2026-11-08,Holmenkollen ishall,U8,Jutul Rød,Frisk Asker 3,2
2026-11-08,Holmenkollen ishall,U8,Kongsberg,Skien,3
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Jar Hvit,0
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 3,Jutul Hvit,1
2026-11-08,Holmenkollen ishall,U8,Skien,Frisk Asker 5,2
2026-11-08,Holmenkollen ishall,U8,Kongsberg,Jutul Rød,3
2026-11-08,Holmenkollen ishall,U8,Holmen Hockey Sort,Frisk Asker 3,0
2026-11-08,Holmenkollen ishall,U8,Jar Hvit,Skien,1
2026-11-08,Holmenkollen ishall,U8,Jutul Hvit,Kongsberg,2
2026-11-08,Holmenkollen ishall,U8,Frisk Asker 5,Jutul Rød,3
2026-11-14,Jarhallen,U10,Jar Blå,Kongsberg,0
2026-11-14,Jarhallen,U10,Frisk Asker 3,Jutul Rød,1
2026-11-14,Jarhallen,U10,Holmen Hockey Hvit,Ringerike 4,2
2026-11-14,Jarhallen,U10,Jar Blå,Jutul Rød,0
2026-11-14,Jarhallen,U10,Ringerike 4,Kongsberg,1
2026-11-14,Jarhallen,U10,Holmen Hockey Hvit,Frisk Asker 3,2
2026-11-14,Jarhallen,U10,Jar Blå,Ringerike 4,0
2026-11-14,Jarhallen,U10,Jutul Rød,Holmen Hockey Hvit,1
2026-11-14,Jarhallen,U10,Kongsberg,Frisk Asker 3,2
2026-11-14,Jarhallen,U10,Jar Blå,Holmen Hockey Hvit,0
2026-11-14,Jarhallen,U10,Frisk Asker 3,Ringerike 4,1
2026-11-14,Jarhallen,U10,Kongsberg,Jutul Rød,2
2026-11-14,Jarhallen,U10,Jar Blå,Frisk Asker 3,0
2026-11-14,Jarhallen,U10,Holmen Hockey Hvit,Kongsberg,1
2026-11-14,Jarhallen,U10,Ringerike 4,Jutul Rød,2
2026-11-14,Jarhallen,U11,Jar Grønn,Holmen Hockey Rød,0
2026-11-14,Jarhallen,U11,Jar Hvit,Tønsberg Rød,1
2026-11-14,Jarhallen,U11,Jar Gul,Frisk Asker 1,2
2026-11-14,Jarhallen,U11,Jar Grønn,Tønsberg Rød,0
2026-11-14,Jarhallen,U11,Frisk Asker 1,Holmen Hockey Rød,1
2026-11-14,Jarhallen,U11,Jar Gul,Jar Hvit,2
2026-11-14,Jarhallen,U11,Jar Grønn,Frisk Asker 1,0
2026-11-14,Jarhallen,U11,Tønsberg Rød,Jar Gul,1
2026-11-14,Jarhallen,U11,Holmen Hockey Rød,Jar Hvit,2
2026-11-14,Jarhallen,U11,Jar Grønn,Jar Gul,0
2026-11-14,Jarhallen,U11,Jar Hvit,Frisk Asker 1,1
2026-11-14,Jarhallen,U11,Holmen Hockey Rød,Tønsberg Rød,2
2026-11-14,Jarhallen,U11,Jar Grønn,Jar Hvit,0
2026-11-14,Jarhallen,U11,Jar Gul,Holmen Hockey Rød,1
2026-11-14,Jarhallen,U11,Frisk Asker 1,Tønsberg Rød,2
2026-11-14,Tonsberghallen,U12,Tønsberg Rød,Ringerike 1,0
2026-11-14,Tonsberghallen,U12,Jar Lilla,Frisk Asker 1,1
2026-11-14,Tonsberghallen,U12,Tønsberg Rød,Frisk Asker 1,0
2026-11-14,Tonsberghallen,U12,Jar Lilla,Ringerike 1,1
2026-11-14,Tonsberghallen,U12,Tønsberg Rød,Jar Lilla,0
2026-11-14,Tonsberghallen,U12,Frisk Asker 1,Ringerike 1,1
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Jutul Grønn,0
2026-11-14,Sandefjord ishall,U9,Jar Rød,Jar Svart,1
2026-11-14,Sandefjord ishall,U9,Jutul Hvit,Frisk Asker 2,2
2026-11-14,Sandefjord ishall,U9,Holmen Hockey Sort,Ringerike 1,3
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Jar Svart,0
2026-11-14,Sandefjord ishall,U9,Frisk Asker 2,Jutul Grønn,1
2026-11-14,Sandefjord ishall,U9,Ringerike 1,Jar Rød,2
2026-11-14,Sandefjord ishall,U9,Holmen Hockey Sort,Jutul Hvit,3
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Frisk Asker 2,0
2026-11-14,Sandefjord ishall,U9,Jar Svart,Ringerike 1,1
2026-11-14,Sandefjord ishall,U9,Jutul Grønn,Holmen Hockey Sort,2
2026-11-14,Sandefjord ishall,U9,Jar Rød,Jutul Hvit,3
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Ringerike 1,0
2026-11-14,Sandefjord ishall,U9,Holmen Hockey Sort,Frisk Asker 2,1
2026-11-14,Sandefjord ishall,U9,Jutul Hvit,Jar Svart,2
2026-11-14,Sandefjord ishall,U9,Jar Rød,Jutul Grønn,3
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Holmen Hockey Sort,0
2026-11-14,Sandefjord ishall,U9,Ringerike 1,Jutul Hvit,1
2026-11-14,Sandefjord ishall,U9,Frisk Asker 2,Jar Rød,2
2026-11-14,Sandefjord ishall,U9,Jar Svart,Jutul Grønn,3
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Jutul Hvit,0
2026-11-14,Sandefjord ishall,U9,Jar Rød,Holmen Hockey Sort,1
2026-11-14,Sandefjord ishall,U9,Jutul Grønn,Ringerike 1,2
2026-11-14,Sandefjord ishall,U9,Jar Svart,Frisk Asker 2,3
2026-11-14,Sandefjord ishall,U9,Frisk Asker 1,Jar Rød,0
2026-11-14,Sandefjord ishall,U9,Jutul Hvit,Jutul Grønn,1
2026-11-14,Sandefjord ishall,U9,Holmen Hockey Sort,Jar Svart,2
2026-11-14,Sandefjord ishall,U9,Ringerike 1,Frisk Asker 2,3
2026-11-15,Ringerikshallen,JU12,Frisk Asker Orange,Jar Hvit,0
2026-11-15,Ringerikshallen,JU12,Jutul/Jar Kittens,Kongsberg/Tønsberg,1
2026-11-15,Ringerikshallen,JU12,Frisk Asker Orange,Kongsberg/Tønsberg,0
2026-11-15,Ringerikshallen,JU12,Jutul/Jar Kittens,Jar Hvit,1
2026-11-15,Ringerikshallen,JU12,Frisk Asker Orange,Jutul/Jar Kittens,0
2026-11-15,Ringerikshallen,JU12,Kongsberg/Tønsberg,Jar Hvit,1
2026-11-15,Holmenkollen ishall,U10,Holmen Hockey Rød,Frisk Asker 5,0
2026-11-15,Holmenkollen ishall,U10,Frisk Asker 4,Jar Rød,1
2026-11-15,Holmenkollen ishall,U10,Jar Grønn,Ringerike 3,2
2026-11-15,Holmenkollen ishall,U10,Holmen Hockey Rød,Jar Rød,0
